best_tour_length,best_tour
603.2372426202062,"[14, 39, 35, 19, 36, 21, 12, 4, 44, 49, 11, 0, 2, 8, 40, 3, 37, 43, 13, 27, 10, 18, 46, 22, 6, 24, 31, 30, 9, 26, 29, 20, 47, 5, 7, 25, 17, 33, 48, 42, 16, 15, 45, 32, 1, 28, 41, 34, 23, 38]"
642.166798760931,"[43, 27, 30, 28, 3, 6, 7, 40, 19, 48, 39, 8, 31, 10, 37, 49, 42, 22, 36, 24, 45, 41, 9, 5, 46, 20, 14, 35, 25, 47, 32, 17, 11, 16, 15, 12, 44, 23, 38, 26, 0, 4, 18, 29, 1, 2, 34, 13, 21, 33]"
582.256967010517,"[24, 27, 10, 39, 32, 28, 15, 45, 3, 8, 37, 5, 9, 42, 40, 43, 22, 19, 44, 17, 6, 38, 31, 46, 49, 25, 41, 30, 33, 11, 47, 13, 14, 1, 16, 0, 48, 36, 29, 26, 20, 21, 4, 2, 12, 34, 7, 35, 23, 18]"
578.3502405676596,"[2, 33, 1, 0, 7, 26, 16, 8, 30, 34, 40, 12, 20, 21, 35, 41, 18, 43, 36, 23, 49, 29, 10, 22, 28, 14, 5, 39, 11, 38, 27, 32, 9, 6, 45, 37, 42, 13, 3, 15, 25, 46, 24, 44, 48, 19, 17, 4, 31, 47]"
594.0588521821326,"[9, 26, 41, 15, 45, 32, 19, 30, 4, 28, 42, 0, 44, 39, 6, 29, 46, 2, 27, 25, 11, 14, 13, 7, 10, 23, 37, 24, 34, 12, 1, 49, 5, 8, 47, 36, 17, 18, 48, 20, 22, 3, 43, 33, 21, 38, 31, 40, 35, 16]"
514.6201908263424,"[34, 46, 6, 30, 5, 4, 11, 21, 20, 22, 3, 35, 8, 33, 25, 27, 44, 9, 42, 14, 45, 26, 43, 23, 2, 31, 32, 15, 48, 24, 39, 37, 29, 17, 12, 41, 38, 47, 16, 18, 28, 0, 7, 10, 36, 40, 13, 19, 49, 1]"
603.9720061779217,"[11, 34, 49, 47, 22, 40, 30, 39, 3, 24, 21, 46, 33, 27, 1, 29, 4, 32, 9, 0, 5, 15, 35, 18, 12, 2, 45, 14, 43, 42, 44, 28, 26, 8, 41, 13, 17, 7, 37, 19, 16, 20, 25, 6, 36, 23, 38, 31, 48, 10]"
575.4833188551416,"[28, 27, 38, 12, 20, 34, 0, 32, 40, 3, 18, 17, 4, 25, 35, 15, 22, 24, 48, 21, 11, 8, 37, 2, 10, 5, 19, 6, 43, 47, 16, 14, 26, 7, 33, 49, 23, 31, 44, 30, 13, 1, 9, 41, 36, 39, 29, 46, 45, 42]"
609.8138016367,"[20, 17, 10, 34, 32, 7, 11, 33, 46, 9, 41, 23, 21, 35, 8, 28, 5, 43, 15, 22, 39, 4, 1, 0, 3, 31, 18, 40, 24, 12, 37, 49, 6, 45, 30, 29, 36, 44, 38, 2, 16, 13, 47, 27, 48, 25, 19, 14, 42, 26]"
647.040805650887,"[40, 41, 27, 5, 11, 14, 10, 12, 6, 44, 3, 30, 32, 46, 23, 13, 2, 17, 37, 0, 48, 42, 39, 21, 43, 36, 31, 24, 4, 19, 20, 16, 47, 25, 49, 38, 8, 1, 33, 29, 18, 7, 34, 45, 9, 28, 26, 35, 15, 22]"
