best_tour_length,best_tour
842.7239326035271,"[71, 89, 12, 68, 87, 60, 11, 79, 21, 55, 82, 84, 16, 78, 43, 59, 10, 5, 29, 36, 7, 13, 38, 27, 66, 75, 77, 26, 28, 52, 30, 65, 90, 83, 54, 76, 32, 24, 67, 96, 80, 46, 69, 25, 48, 0, 57, 8, 93, 61, 34, 62, 19, 86, 18, 70, 74, 88, 51, 58, 14, 22, 23, 49, 33, 44, 42, 6, 72, 50, 40, 3, 41, 45, 85, 20, 31, 1, 4, 56, 39, 92, 73, 35, 15, 37, 97, 2, 63, 47, 53, 98, 99, 64, 95, 81, 17, 91, 9, 94]"
793.5629177275663,"[41, 16, 22, 8, 52, 39, 78, 37, 18, 88, 93, 40, 94, 84, 21, 13, 32, 74, 19, 23, 10, 56, 47, 76, 77, 43, 79, 80, 82, 70, 54, 1, 12, 25, 45, 42, 72, 51, 99, 48, 3, 31, 81, 27, 83, 17, 0, 38, 26, 24, 34, 68, 65, 86, 97, 66, 75, 46, 69, 92, 7, 49, 67, 28, 35, 4, 60, 61, 11, 57, 30, 63, 36, 59, 58, 85, 44, 91, 55, 33, 95, 90, 14, 9, 62, 20, 96, 71, 87, 89, 29, 15, 53, 98, 6, 50, 73, 64, 2, 5]"
874.5039285535304,"[59, 46, 72, 19, 86, 25, 90, 63, 55, 73, 4, 40, 57, 7, 48, 26, 79, 71, 31, 49, 66, 94, 9, 81, 27, 36, 39, 13, 14, 58, 5, 97, 37, 32, 11, 76, 56, 61, 65, 42, 92, 91, 2, 33, 1, 21, 8, 28, 47, 69, 99, 53, 62, 95, 45, 29, 22, 96, 6, 0, 60, 85, 16, 34, 74, 68, 83, 77, 78, 50, 12, 89, 17, 80, 54, 38, 93, 64, 44, 41, 18, 15, 51, 35, 52, 88, 20, 82, 67, 87, 98, 43, 23, 24, 10, 84, 75, 30, 70, 3]"
772.3899109951567,"[3, 15, 93, 20, 6, 31, 52, 59, 85, 63, 21, 14, 76, 87, 69, 55, 25, 99, 96, 74, 62, 91, 12, 48, 47, 68, 83, 26, 1, 97, 60, 11, 41, 78, 79, 81, 5, 90, 75, 95, 7, 23, 4, 58, 2, 46, 9, 16, 34, 70, 45, 18, 53, 88, 44, 0, 27, 13, 71, 17, 82, 29, 92, 49, 40, 30, 61, 39, 37, 67, 73, 86, 10, 77, 51, 42, 98, 33, 50, 80, 32, 65, 22, 56, 89, 35, 66, 64, 94, 84, 72, 54, 43, 36, 19, 24, 8, 57, 38, 28]"
831.5635996189654,"[14, 89, 78, 22, 48, 33, 11, 50, 9, 97, 2, 44, 63, 86, 31, 88, 20, 42, 82, 90, 73, 81, 16, 13, 77, 65, 87, 10, 68, 67, 45, 41, 26, 83, 70, 12, 52, 32, 79, 28, 27, 37, 24, 57, 85, 5, 49, 72, 46, 66, 56, 7, 4, 51, 53, 6, 84, 71, 15, 30, 25, 60, 59, 96, 39, 8, 17, 35, 3, 36, 61, 64, 75, 18, 55, 62, 69, 80, 58, 19, 43, 29, 98, 74, 99, 34, 1, 38, 92, 21, 95, 0, 54, 23, 40, 94, 91, 47, 93, 76]"
796.0083533443095,"[70, 98, 83, 26, 60, 22, 64, 87, 90, 5, 6, 68, 25, 39, 31, 47, 62, 33, 51, 71, 69, 54, 78, 93, 0, 37, 85, 92, 74, 28, 52, 57, 53, 94, 32, 49, 95, 38, 50, 17, 30, 66, 36, 3, 19, 43, 9, 23, 2, 44, 99, 35, 16, 21, 27, 80, 41, 67, 11, 7, 55, 75, 46, 97, 89, 15, 91, 86, 42, 13, 77, 61, 45, 59, 65, 14, 96, 8, 40, 10, 76, 29, 4, 1, 73, 56, 48, 34, 82, 84, 88, 58, 20, 72, 81, 12, 63, 79, 24, 18]"
819.6288948972108,"[59, 83, 92, 6, 82, 13, 69, 33, 94, 95, 68, 14, 24, 98, 73, 60, 17, 53, 65, 91, 87, 72, 78, 93, 79, 21, 41, 18, 71, 97, 86, 16, 90, 57, 4, 80, 39, 35, 26, 28, 10, 2, 62, 48, 9, 31, 7, 56, 36, 38, 44, 8, 19, 15, 67, 61, 12, 30, 27, 29, 32, 22, 43, 85, 45, 37, 42, 84, 51, 55, 89, 40, 0, 23, 50, 1, 52, 77, 49, 74, 63, 25, 54, 96, 70, 3, 58, 34, 64, 76, 5, 99, 47, 88, 20, 11, 46, 66, 75, 81]"
797.4991236186823,"[55, 64, 19, 18, 32, 8, 72, 94, 71, 91, 14, 57, 42, 81, 70, 96, 77, 89, 12, 38, 79, 76, 73, 6, 20, 59, 82, 75, 97, 7, 22, 95, 74, 11, 0, 5, 29, 60, 61, 15, 40, 36, 16, 80, 83, 44, 24, 78, 88, 47, 3, 51, 31, 2, 67, 53, 92, 50, 48, 43, 69, 25, 23, 65, 10, 37, 58, 49, 45, 90, 33, 93, 21, 4, 35, 66, 39, 41, 62, 52, 30, 99, 13, 26, 87, 56, 28, 84, 27, 68, 1, 46, 63, 85, 9, 54, 17, 86, 34, 98]"
856.5197943831233,"[75, 10, 20, 58, 92, 12, 96, 15, 87, 95, 26, 67, 66, 57, 88, 78, 16, 72, 94, 76, 83, 38, 62, 22, 8, 65, 28, 9, 89, 55, 40, 79, 25, 2, 70, 54, 11, 68, 81, 85, 39, 41, 74, 43, 45, 52, 82, 36, 17, 19, 30, 35, 5, 3, 73, 21, 50, 14, 77, 4, 47, 46, 6, 60, 80, 23, 7, 37, 86, 53, 33, 97, 18, 56, 91, 0, 61, 32, 99, 71, 44, 34, 59, 69, 93, 1, 63, 31, 27, 48, 64, 51, 24, 49, 90, 42, 84, 13, 29, 98]"
777.4659988061768,"[79, 52, 12, 67, 44, 25, 88, 91, 74, 55, 62, 85, 65, 73, 22, 30, 70, 61, 24, 17, 57, 39, 37, 20, 58, 66, 38, 95, 56, 33, 50, 18, 6, 77, 71, 81, 75, 80, 21, 94, 9, 13, 99, 26, 31, 86, 16, 14, 60, 5, 35, 1, 43, 54, 64, 11, 8, 40, 69, 19, 3, 96, 15, 89, 51, 78, 47, 42, 46, 82, 92, 97, 36, 90, 4, 98, 10, 87, 68, 59, 48, 2, 76, 63, 83, 23, 41, 49, 28, 29, 32, 0, 53, 7, 27, 45, 84, 34, 72, 93]"
